api_name,node_machinefamily,node_machinetype,node_machinesize,node_memory_size,node_vcpus_count,node_ecu_count,ecu_per_vcpu,memory_per_vcpu,accelerator_count,accelerator,processor,storage_size,storage_type,storage_bandwidth,interconnection_bandwidth,storage_throughput,storage_trim_support,storage_iops
a1.2xlarge,EC2Family_General,EC2Type_A1,EC2Type_A1_2xLarge,16.0G,8,0,0,2.00G,0,na,AWS Graviton,EBS only,na,3500.0M,Up to 10G,437.5M,na,20000
a1.4xlarge,EC2Family_General,EC2Type_A1,EC2Type_A1_4xLarge,32.0G,16,0,0,2.00G,0,na,AWS Graviton,EBS only,na,3500.0M,Up to 10G,437.5M,na,20000
a1.large,EC2Family_General,EC2Type_A1,EC2Type_A1_Large,4.0G,2,0,0,2.00G,0,na,AWS Graviton,EBS only,na,3500.0M,Up to 10G,437.5M,na,20000
a1.medium,EC2Family_General,EC2Type_A1,EC2Type_A1_Medium,2.0G,1,0,0,2.00G,0,na,AWS Graviton,EBS only,na,3500.0M,Up to 10G,437.5M,na,20000
a1.metal,EC2Family_General,EC2Type_A1,EC2Type_A1_Metal,32.0G,16,0,0,2.00G,0,na,AWS Graviton,EBS only,na,3500.0M,Up to 10G,437.5M,na,20000
a1.xlarge,EC2Family_General,EC2Type_A1,EC2Type_A1_xLarge,8.0G,4,0,0,2.00G,0,na,AWS Graviton,EBS only,na,3500.0M,Up to 10G,437.5M,na,20000
c1.medium,EC2Family_Compute,EC2Type_C1,EC2Type_C1_Medium,1.7G,2,5,2.5,0.85G,0,na,Intel Xeon Family,350G,HDD,unset,Moderate,0M,na,0
c1.xlarge,EC2Family_Compute,EC2Type_C1,EC2Type_C1_xLarge,7.0G,8,20,2.5,0.88G,0,na,Intel Xeon Family,1680G,HDD,1000.0M,High,125.0M,na,8000
c3.2xlarge,EC2Family_Compute,EC2Type_C3,EC2Type_C3_2xLarge,15.0G,8,28,3.5,1.88G,0,na,Intel Xeon E5-2680 v2,160G,SSD,1000.0M,High,125.0M,No,8000
c3.4xlarge,EC2Family_Compute,EC2Type_C3,EC2Type_C3_4xLarge,30.0G,16,55,3.438,1.88G,0,na,Intel Xeon E5-2680 v2,320G,SSD,2000.0M,High,250.0M,No,16000
c3.8xlarge,EC2Family_Compute,EC2Type_C3,EC2Type_C3_8xLarge,60.0G,32,108,3.375,1.88G,0,na,Intel Xeon E5-2680 v2,640G,SSD,unset,10G,0M,No,0
c3.large,EC2Family_Compute,EC2Type_C3,EC2Type_C3_Large,3.75G,2,7,3.5,1.88G,0,na,Intel Xeon E5-2680 v2,32G,SSD,unset,Moderate,0M,No,0
c3.xlarge,EC2Family_Compute,EC2Type_C3,EC2Type_C3_xLarge,7.5G,4,14,3.5,1.88G,0,na,Intel Xeon E5-2680 v2,80G,SSD,500.0M,Moderate,62.5M,No,4000
c4.2xlarge,EC2Family_Compute,EC2Type_C4,EC2Type_C4_2xLarge,15.0G,8,31,3.875,1.88G,0,na,Intel Xeon E5-2666 v3,EBS only,na,1000.0M,High,125.0M,na,8000
c4.4xlarge,EC2Family_Compute,EC2Type_C4,EC2Type_C4_4xLarge,30.0G,16,62,3.875,1.88G,0,na,Intel Xeon E5-2666 v3,EBS only,na,2000.0M,High,250.0M,na,16000
c4.8xlarge,EC2Family_Compute,EC2Type_C4,EC2Type_C4_8xLarge,60.0G,36,132,3.667,1.67G,0,na,Intel Xeon E5-2666 v3,EBS only,na,4000.0M,10G,500.0M,na,32000
c4.large,EC2Family_Compute,EC2Type_C4,EC2Type_C4_Large,3.75G,2,8,4,1.88G,0,na,Intel Xeon E5-2666 v3,EBS only,na,500.0M,Moderate,62.5M,na,4000
c4.xlarge,EC2Family_Compute,EC2Type_C4,EC2Type_C4_xLarge,7.5G,4,16,4,1.88G,0,na,Intel Xeon E5-2666 v3,EBS only,na,750.0M,High,93.75M,na,6000
c5.12xlarge,EC2Family_Compute,EC2Type_C5,EC2Type_C5_12xLarge,96.0G,48,188,3.917,2.00G,0,na,Intel Xeon Platinum 8275L,EBS only,na,9500.0M,12G,1187.5M,na,40000
c5.18xlarge,EC2Family_Compute,EC2Type_C5,EC2Type_C5_18xLarge,144.0G,72,281,3.903,2.00G,0,na,Intel Xeon Platinum 8124M,EBS only,na,19000.0M,25G,2375.0M,na,80000
c5.24xlarge,EC2Family_Compute,EC2Type_C5,EC2Type_C5_24xLarge,192.0G,96,375,3.906,2.00G,0,na,Intel Xeon Platinum 8275L,EBS only,na,19000.0M,25G,2375.0M,na,80000
c5.2xlarge,EC2Family_Compute,EC2Type_C5,EC2Type_C5_2xLarge,16.0G,8,39,4.875,2.00G,0,na,Intel Xeon Platinum 8124M,EBS only,na,4750.0M,Up to 10G,593.75M,na,20000
c5.4xlarge,EC2Family_Compute,EC2Type_C5,EC2Type_C5_4xLarge,32.0G,16,73,4.562,2.00G,0,na,Intel Xeon Platinum 8124M,EBS only,na,4750.0M,Up to 10G,593.75M,na,20000
c5.9xlarge,EC2Family_Compute,EC2Type_C5,EC2Type_C5_9xLarge,72.0G,36,139,3.861,2.00G,0,na,Intel Xeon Platinum 8124M,EBS only,na,9500.0M,10G,1187.5M,na,40000
c5.large,EC2Family_Compute,EC2Type_C5,EC2Type_C5_Large,4.0G,2,10,5,2.00G,0,na,Intel Xeon Platinum 8124M,EBS only,na,4750.0M,Up to 10G,593.75M,na,20000
c5.metal,EC2Family_Compute,EC2Type_C5,EC2Type_C5_Metal,192.0G,96,375,3.906,2.00G,0,na,Intel Xeon Platinum 8275L,EBS only,na,19000.0M,25G,2375.0M,na,80000
c5.xlarge,EC2Family_Compute,EC2Type_C5,EC2Type_C5_xLarge,8.0G,4,20,5,2.00G,0,na,Intel Xeon Platinum 8124M,EBS only,na,4750.0M,Up to 10G,593.75M,na,20000
c5a.12xlarge,EC2Family_Compute,EC2Type_C5A,EC2Type_C5A_12xLarge,96.0G,48,0,0,2.00G,0,na,AMD EPYC 7R32,EBS only,na,4750.0M,12G,594.0M,na,20000
c5a.16xlarge,EC2Family_Compute,EC2Type_C5A,EC2Type_C5A_16xLarge,128.0G,64,0,0,2.00G,0,na,AMD EPYC 7R32,EBS only,na,6300.0M,20G,788.0M,na,26700
c5a.24xlarge,EC2Family_Compute,EC2Type_C5A,EC2Type_C5A_24xLarge,192.0G,96,0,0,2.00G,0,na,AMD EPYC 7R32,EBS only,na,9500.0M,20G,1188.0M,na,40000
c5a.2xlarge,EC2Family_Compute,EC2Type_C5A,EC2Type_C5A_2xLarge,16.0G,8,0,0,2.00G,0,na,AMD EPYC 7R32,EBS only,na,3170.0M,Up to 10G,396.0M,na,13300
c5a.4xlarge,EC2Family_Compute,EC2Type_C5A,EC2Type_C5A_4xLarge,32.0G,16,0,0,2.00G,0,na,AMD EPYC 7R32,EBS only,na,3170.0M,Up to 10G,396.0M,na,13300
c5a.8xlarge,EC2Family_Compute,EC2Type_C5A,EC2Type_C5A_8xLarge,64.0G,32,0,0,2.00G,0,na,AMD EPYC 7R32,EBS only,na,3170.0M,10G,396.0M,na,13300
c5a.large,EC2Family_Compute,EC2Type_C5A,EC2Type_C5A_Large,4.0G,2,0,0,2.00G,0,na,AMD EPYC 7R32,EBS only,na,3170.0M,Up to 10G,396.0M,na,13300
c5a.xlarge,EC2Family_Compute,EC2Type_C5A,EC2Type_C5A_xLarge,8.0G,4,0,0,2.00G,0,na,AMD EPYC 7R32,EBS only,na,3170.0M,Up to 10G,396.0M,na,13300
c5ad.12xlarge,EC2Family_Compute,EC2Type_C5AD,EC2Type_C5AD_12xLarge,96.0G,48,0,0,2.00G,0,na,AMD EPYC 7R32,1800G,NVMe SSD,4750.0M,12G,594.0M,Yes,20000
c5ad.16xlarge,EC2Family_Compute,EC2Type_C5AD,EC2Type_C5AD_16xLarge,128.0G,64,0,0,2.00G,0,na,AMD EPYC 7R32,2400G,NVMe SSD,6300.0M,20G,788.0M,Yes,26700
c5ad.24xlarge,EC2Family_Compute,EC2Type_C5AD,EC2Type_C5AD_24xLarge,192.0G,96,0,0,2.00G,0,na,AMD EPYC 7R32,3800G,NVMe SSD,9500.0M,20G,1188.0M,Yes,40000
c5ad.2xlarge,EC2Family_Compute,EC2Type_C5AD,EC2Type_C5AD_2xLarge,16.0G,8,0,0,2.00G,0,na,AMD EPYC 7R32,300G,SSD,3170.0M,Up to 10G,396.0M,Yes,13300
c5ad.4xlarge,EC2Family_Compute,EC2Type_C5AD,EC2Type_C5AD_4xLarge,32.0G,16,0,0,2.00G,0,na,AMD EPYC 7R32,600G,NVMe SSD,3170.0M,Up to 10G,396.0M,Yes,13300
c5ad.8xlarge,EC2Family_Compute,EC2Type_C5AD,EC2Type_C5AD_8xLarge,64.0G,32,0,0,2.00G,0,na,AMD EPYC 7R32,1200G,NVMe SSD,3170.0M,10G,396.0M,Yes,13300
c5ad.large,EC2Family_Compute,EC2Type_C5AD,EC2Type_C5AD_Large,4.0G,2,0,0,2.00G,0,na,AMD EPYC 7R32,75G,SSD,3170.0M,Up to 10G,396.0M,Yes,13300
c5ad.xlarge,EC2Family_Compute,EC2Type_C5AD,EC2Type_C5AD_xLarge,8.0G,4,0,0,2.00G,0,na,AMD EPYC 7R32,150G,SSD,3170.0M,Up to 10G,396.0M,Yes,13300
c5d.12xlarge,EC2Family_Compute,EC2Type_C5D,EC2Type_C5D_12xLarge,96.0G,48,188,3.917,2.00G,0,na,Intel Xeon Platinum 8275L,1800G,NVMe SSD,9500.0M,12G,1187.5M,Yes,40000
c5d.18xlarge,EC2Family_Compute,EC2Type_C5D,EC2Type_C5D_18xLarge,144.0G,72,281,3.903,2.00G,0,na,Intel Xeon Platinum 8124M,1800G,NVMe SSD,19000.0M,25G,2375.0M,Yes,80000
c5d.24xlarge,EC2Family_Compute,EC2Type_C5D,EC2Type_C5D_24xLarge,192.0G,96,375,3.906,2.00G,0,na,Intel Xeon Platinum 8275L,3600G,NVMe SSD,19000.0M,25G,2375.0M,Yes,80000
c5d.2xlarge,EC2Family_Compute,EC2Type_C5D,EC2Type_C5D_2xLarge,16.0G,8,39,4.875,2.00G,0,na,Intel Xeon Platinum 8124M,200G,SSD,4750.0M,Up to 10G,593.75M,Yes,20000
c5d.4xlarge,EC2Family_Compute,EC2Type_C5D,EC2Type_C5D_4xLarge,32.0G,16,73,4.562,2.00G,0,na,Intel Xeon Platinum 8124M,400G,SSD,4750.0M,Up to 10G,593.75M,Yes,20000
c5d.9xlarge,EC2Family_Compute,EC2Type_C5D,EC2Type_C5D_9xLarge,72.0G,36,139,3.861,2.00G,0,na,Intel Xeon Platinum 8124M,900G,SSD,9500.0M,10G,1187.5M,Yes,40000
c5d.large,EC2Family_Compute,EC2Type_C5D,EC2Type_C5D_Large,4.0G,2,10,5,2.00G,0,na,Intel Xeon Platinum 8124M,50G,SSD,4750.0M,Up to 10G,593.75M,Yes,20000
c5d.metal,EC2Family_Compute,EC2Type_C5D,EC2Type_C5D_Metal,192.0G,96,375,3.906,2.00G,0,na,Intel Xeon Platinum 8275L,3600G,NVMe SSD,19000.0M,25G,2375.0M,Yes,80000
c5d.xlarge,EC2Family_Compute,EC2Type_C5D,EC2Type_C5D_xLarge,8.0G,4,20,5,2.00G,0,na,Intel Xeon Platinum 8124M,100G,SSD,4750.0M,Up to 10G,593.75M,Yes,20000
c5n.18xlarge,EC2Family_Compute,EC2Type_C5N,EC2Type_C5N_18xLarge,192.0G,72,281,3.903,2.67G,0,na,Intel Xeon Platinum 8124M,EBS only,na,19000.0M,100G,2375.0M,na,80000
c5n.2xlarge,EC2Family_Compute,EC2Type_C5N,EC2Type_C5N_2xLarge,21.0G,8,39,4.875,2.62G,0,na,Intel Xeon Platinum 8124M,EBS only,na,4750.0M,Up to 25G,593.75M,na,20000
c5n.4xlarge,EC2Family_Compute,EC2Type_C5N,EC2Type_C5N_4xLarge,42.0G,16,73,4.562,2.62G,0,na,Intel Xeon Platinum 8124M,EBS only,na,4750.0M,Up to 25G,593.75M,na,20000
c5n.9xlarge,EC2Family_Compute,EC2Type_C5N,EC2Type_C5N_9xLarge,96.0G,36,139,3.861,2.67G,0,na,Intel Xeon Platinum 8124M,EBS only,na,9500.0M,50G,1187.5M,na,40000
c5n.large,EC2Family_Compute,EC2Type_C5N,EC2Type_C5N_Large,5.25G,2,10,5,2.62G,0,na,Intel Xeon Platinum 8124M,EBS only,na,4750.0M,Up to 25G,593.75M,na,20000
c5n.metal,EC2Family_Compute,EC2Type_C5N,EC2Type_C5N_Metal,192.0G,72,0,0,2.67G,0,na,Intel Xeon Platinum 8124M,EBS only,na,19000.0M,100G,2375.0M,na,80000
c5n.xlarge,EC2Family_Compute,EC2Type_C5N,EC2Type_C5N_xLarge,10.5G,4,20,5,2.62G,0,na,Intel Xeon Platinum 8124M,EBS only,na,4750.0M,Up to 25G,593.75M,na,20000
c6a.12xlarge,EC2Family_Compute,EC2Type_C6A,EC2Type_C6A_12xLarge,96.0G,48,0,0,2.00G,0,na,AMD EPYC 7R13,EBS only,na,10000.0M,18.75G,1250.0M,na,40000
c6a.16xlarge,EC2Family_Compute,EC2Type_C6A,EC2Type_C6A_16xLarge,128.0G,64,0,0,2.00G,0,na,AMD EPYC 7R13,EBS only,na,13300.0M,25G,1662.5M,na,53333
c6a.24xlarge,EC2Family_Compute,EC2Type_C6A,EC2Type_C6A_24xLarge,192.0G,96,0,0,2.00G,0,na,AMD EPYC 7R13,EBS only,na,20000.0M,37.5G,2500.0M,na,80000
c6a.2xlarge,EC2Family_Compute,EC2Type_C6A,EC2Type_C6A_2xLarge,16.0G,8,0,0,2.00G,0,na,AMD EPYC 7R13,EBS only,na,6666.664M,Up to 12.5G,833.333M,na,26667
c6a.32xlarge,EC2Family_Compute,EC2Type_C6A,EC2Type_C6A_32xLarge,256.0G,128,0,0,2.00G,0,na,AMD EPYC 7R13,EBS only,na,26666.664M,50G,3333.333M,na,100000
c6a.48xlarge,EC2Family_Compute,EC2Type_C6A,EC2Type_C6A_48xLarge,384.0G,192,0,0,2.00G,0,na,AMD EPYC 7R13,EBS only,na,40000.0M,50G,5000.0M,na,160000
c6a.4xlarge,EC2Family_Compute,EC2Type_C6A,EC2Type_C6A_4xLarge,32.0G,16,0,0,2.00G,0,na,AMD EPYC 7R13,EBS only,na,6666.664M,Up to 12.5G,833.333M,na,26667
c6a.8xlarge,EC2Family_Compute,EC2Type_C6A,EC2Type_C6A_8xLarge,64.0G,32,0,0,2.00G,0,na,AMD EPYC 7R13,EBS only,na,6666.664M,12.5G,833.333M,na,26667
c6a.large,EC2Family_Compute,EC2Type_C6A,EC2Type_C6A_Large,4.0G,2,0,0,2.00G,0,na,AMD EPYC 7R13,EBS only,na,6666.664M,Up to 12.5G,833.333M,na,26667
c6a.metal,EC2Family_Compute,EC2Type_C6A,EC2Type_C6A_Metal,384.0G,192,0,0,2.00G,0,na,AMD EPYC 7R13,EBS only,na,40000.0M,50G,5000.0M,na,160000
c6a.xlarge,EC2Family_Compute,EC2Type_C6A,EC2Type_C6A_xLarge,8.0G,4,0,0,2.00G,0,na,AMD EPYC 7R13,EBS only,na,6666.664M,Up to 12.5G,833.333M,na,26667
c6g.12xlarge,EC2Family_Compute,EC2Type_C6G,EC2Type_C6G_12xLarge,96.0G,48,0,0,2.00G,0,na,AWS Graviton2,EBS only,na,14250.0M,20G,1781.25M,na,50000
c6g.16xlarge,EC2Family_Compute,EC2Type_C6G,EC2Type_C6G_16xLarge,128.0G,64,0,0,2.00G,0,na,AWS Graviton2,EBS only,na,19000.0M,25G,2375.0M,na,80000
c6g.2xlarge,EC2Family_Compute,EC2Type_C6G,EC2Type_C6G_2xLarge,16.0G,8,0,0,2.00G,0,na,AWS Graviton2,EBS only,na,4750.0M,Up to 10G,593.75M,na,20000
c6g.4xlarge,EC2Family_Compute,EC2Type_C6G,EC2Type_C6G_4xLarge,32.0G,16,0,0,2.00G,0,na,AWS Graviton2,EBS only,na,4750.0M,Up to 10G,593.75M,na,20000
c6g.8xlarge,EC2Family_Compute,EC2Type_C6G,EC2Type_C6G_8xLarge,64.0G,32,0,0,2.00G,0,na,AWS Graviton2,EBS only,na,9500.0M,12G,1187.5M,na,40000
c6g.large,EC2Family_Compute,EC2Type_C6G,EC2Type_C6G_Large,4.0G,2,0,0,2.00G,0,na,AWS Graviton2,EBS only,na,4750.0M,Up to 10G,593.75M,na,20000
c6g.medium,EC2Family_Compute,EC2Type_C6G,EC2Type_C6G_Medium,2.0G,1,0,0,2.00G,0,na,AWS Graviton2,EBS only,na,4750.0M,Up to 10G,593.75M,na,20000
c6g.metal,EC2Family_Compute,EC2Type_C6G,EC2Type_C6G_Metal,128.0G,64,0,0,2.00G,0,na,AWS Graviton2,EBS only,na,19000.0M,25G,2375.0M,na,80000
c6g.xlarge,EC2Family_Compute,EC2Type_C6G,EC2Type_C6G_xLarge,8.0G,4,0,0,2.00G,0,na,AWS Graviton2,EBS only,na,4750.0M,Up to 10G,593.75M,na,20000
c6gd.12xlarge,EC2Family_Compute,EC2Type_C6GD,EC2Type_C6GD_12xLarge,96.0G,48,0,0,2.00G,0,na,AWS Graviton2,2850G,NVMe SSD,14250.0M,20G,1781.25M,Yes,50000
c6gd.16xlarge,EC2Family_Compute,EC2Type_C6GD,EC2Type_C6GD_16xLarge,128.0G,64,0,0,2.00G,0,na,AWS Graviton2,3800G,NVMe SSD,19000.0M,25G,2375.0M,Yes,80000
c6gd.2xlarge,EC2Family_Compute,EC2Type_C6GD,EC2Type_C6GD_2xLarge,16.0G,8,0,0,2.00G,0,na,AWS Graviton2,474G,SSD,4750.0M,Up to 10G,593.75M,Yes,20000
c6gd.4xlarge,EC2Family_Compute,EC2Type_C6GD,EC2Type_C6GD_4xLarge,32.0G,16,0,0,2.00G,0,na,AWS Graviton2,950G,SSD,4750.0M,Up to 10G,593.75M,Yes,20000
c6gd.8xlarge,EC2Family_Compute,EC2Type_C6GD,EC2Type_C6GD_8xLarge,64.0G,32,0,0,2.00G,0,na,AWS Graviton2,1900G,SSD,9500.0M,12G,1187.5M,Yes,40000
c6gd.large,EC2Family_Compute,EC2Type_C6GD,EC2Type_C6GD_Large,4.0G,2,0,0,2.00G,0,na,AWS Graviton2,118G,SSD,4750.0M,Up to 10G,593.75M,Yes,20000
c6gd.medium,EC2Family_Compute,EC2Type_C6GD,EC2Type_C6GD_Medium,2.0G,1,0,0,2.00G,0,na,AWS Graviton2,59G,SSD,4750.0M,Up to 10G,593.75M,Yes,20000
c6gd.metal,EC2Family_Compute,EC2Type_C6GD,EC2Type_C6GD_Metal,128.0G,64,0,0,2.00G,0,na,AWS Graviton2,3800G,NVMe SSD,19000.0M,25G,2375.0M,Yes,80000
c6gd.xlarge,EC2Family_Compute,EC2Type_C6GD,EC2Type_C6GD_xLarge,8.0G,4,0,0,2.00G,0,na,AWS Graviton2,237G,SSD,4750.0M,Up to 10G,593.75M,Yes,20000
c6gn.12xlarge,EC2Family_Compute,EC2Type_C6GN,EC2Type_C6GN_12xLarge,96.0G,48,0,0,2.00G,0,na,AWS Graviton2,EBS only,na,28500.0M,75G,3562.5M,na,120000
c6gn.16xlarge,EC2Family_Compute,EC2Type_C6GN,EC2Type_C6GN_16xLarge,128.0G,64,0,0,2.00G,0,na,AWS Graviton2,EBS only,na,38000.0M,100G,4750.0M,na,160000
c6gn.2xlarge,EC2Family_Compute,EC2Type_C6GN,EC2Type_C6GN_2xLarge,16.0G,8,0,0,2.00G,0,na,AWS Graviton2,EBS only,na,9500.0M,Up to 25G,1187.5M,na,40000
c6gn.4xlarge,EC2Family_Compute,EC2Type_C6GN,EC2Type_C6GN_4xLarge,32.0G,16,0,0,2.00G,0,na,AWS Graviton2,EBS only,na,9500.0M,Up to 25G,1187.5M,na,40000
c6gn.8xlarge,EC2Family_Compute,EC2Type_C6GN,EC2Type_C6GN_8xLarge,64.0G,32,0,0,2.00G,0,na,AWS Graviton2,EBS only,na,19000.0M,50G,2375.0M,na,80000
c6gn.large,EC2Family_Compute,EC2Type_C6GN,EC2Type_C6GN_Large,4.0G,2,0,0,2.00G,0,na,AWS Graviton2,EBS only,na,9500.0M,Up to 25G,1187.5M,na,40000
c6gn.medium,EC2Family_Compute,EC2Type_C6GN,EC2Type_C6GN_Medium,2.0G,1,0,0,2.00G,0,na,AWS Graviton2,EBS only,na,9500.0M,Up to 16G,1187.5M,na,40000
c6gn.xlarge,EC2Family_Compute,EC2Type_C6GN,EC2Type_C6GN_xLarge,8.0G,4,0,0,2.00G,0,na,AWS Graviton2,EBS only,na,9500.0M,Up to 25G,1187.5M,na,40000
c6i.12xlarge,EC2Family_Compute,EC2Type_C6I,EC2Type_C6I_12xLarge,96.0G,48,0,0,2.00G,0,na,Intel Xeon 8375C,EBS only,na,15000.0M,18.75G,1875.0M,na,60000
c6i.16xlarge,EC2Family_Compute,EC2Type_C6I,EC2Type_C6I_16xLarge,128.0G,64,0,0,2.00G,0,na,Intel Xeon 8375C,EBS only,na,20000.0M,25G,2500.0M,na,80000
c6i.24xlarge,EC2Family_Compute,EC2Type_C6I,EC2Type_C6I_24xLarge,192.0G,96,0,0,2.00G,0,na,Intel Xeon 8375C,EBS only,na,30000.0M,37.5G,3750.0M,na,120000
c6i.2xlarge,EC2Family_Compute,EC2Type_C6I,EC2Type_C6I_2xLarge,16.0G,8,0,0,2.00G,0,na,Intel Xeon 8375C,EBS only,na,10000.0M,Up to 12.5G,1250.0M,na,40000
c6i.32xlarge,EC2Family_Compute,EC2Type_C6I,EC2Type_C6I_32xLarge,256.0G,128,0,0,2.00G,0,na,Intel Xeon 8375C,EBS only,na,40000.0M,50G,5000.0M,na,160000
c6i.4xlarge,EC2Family_Compute,EC2Type_C6I,EC2Type_C6I_4xLarge,32.0G,16,0,0,2.00G,0,na,Intel Xeon 8375C,EBS only,na,10000.0M,Up to 12.5G,1250.0M,na,40000
c6i.8xlarge,EC2Family_Compute,EC2Type_C6I,EC2Type_C6I_8xLarge,64.0G,32,0,0,2.00G,0,na,Intel Xeon 8375C,EBS only,na,10000.0M,12.5G,1250.0M,na,40000
c6i.large,EC2Family_Compute,EC2Type_C6I,EC2Type_C6I_Large,4.0G,2,0,0,2.00G,0,na,Intel Xeon 8375C,EBS only,na,10000.0M,Up to 12.5G,1250.0M,na,40000
c6i.metal,EC2Family_Compute,EC2Type_C6I,EC2Type_C6I_Metal,256.0G,128,0,0,2.00G,0,na,Intel Xeon 8375C,EBS only,na,40000.0M,50G,5000.0M,na,160000
c6i.xlarge,EC2Family_Compute,EC2Type_C6I,EC2Type_C6I_xLarge,8.0G,4,0,0,2.00G,0,na,Intel Xeon 8375C,EBS only,na,10000.0M,Up to 12.5G,1250.0M,na,40000
c6id.12xlarge,EC2Family_Compute,EC2Type_C6ID,EC2Type_C6ID_12xLarge,96.0G,48,0,0,2.00G,0,na,Intel Xeon 8375C,2850G,NVMe SSD,15000.0M,18.75G,1875.0M,Yes,60000
c6id.16xlarge,EC2Family_Compute,EC2Type_C6ID,EC2Type_C6ID_16xLarge,128.0G,64,0,0,2.00G,0,na,Intel Xeon 8375C,3800G,NVMe SSD,20000.0M,25G,2500.0M,Yes,80000
c6id.24xlarge,EC2Family_Compute,EC2Type_C6ID,EC2Type_C6ID_24xLarge,192.0G,96,0,0,2.00G,0,na,Intel Xeon 8375C,5700G,NVMe SSD,30000.0M,37.5G,3750.0M,Yes,120000
c6id.2xlarge,EC2Family_Compute,EC2Type_C6ID,EC2Type_C6ID_2xLarge,16.0G,8,0,0,2.00G,0,na,Intel Xeon 8375C,474G,SSD,10000.0M,Up to 12.5G,1250.0M,Yes,40000
c6id.32xlarge,EC2Family_Compute,EC2Type_C6ID,EC2Type_C6ID_32xLarge,256.0G,128,0,0,2.00G,0,na,Intel Xeon 8375C,7600G,NVMe SSD,40000.0M,50G,5000.0M,Yes,160000
c6id.4xlarge,EC2Family_Compute,EC2Type_C6ID,EC2Type_C6ID_4xLarge,32.0G,16,0,0,2.00G,0,na,Intel Xeon 8375C,950G,SSD,10000.0M,Up to 12.5G,1250.0M,Yes,40000
c6id.8xlarge,EC2Family_Compute,EC2Type_C6ID,EC2Type_C6ID_8xLarge,64.0G,32,0,0,2.00G,0,na,Intel Xeon 8375C,1900G,SSD,10000.0M,12.5G,1250.0M,Yes,40000
c6id.large,EC2Family_Compute,EC2Type_C6ID,EC2Type_C6ID_Large,4.0G,2,0,0,2.00G,0,na,Intel Xeon 8375C,118G,SSD,10000.0M,Up to 12.5G,1250.0M,Yes,40000
